state,district,month,age_0_5,age_5_17,age_18_greater,total_enrollments,child_enrolment_ratio,teen_enrolment_ratio,adult_enrolment_ratio,risk_score
Maharashtra,Parbhani,2025-03,17,14,37,68,0.25,0.20588235294117646,0.5441176470588235,0.2661764705882353
Maharashtra,Parbhani,2025-04,135,10,16,161,0.8385093167701864,0.062111801242236024,0.09937888198757763,0.5316770186335403
Maharashtra,Parbhani,2025-05,425,90,32,547,0.7769652650822669,0.16453382084095064,0.05850091407678245,0.5213893967093236
Maharashtra,Parbhani,2025-09,1476,446,4,1926,0.7663551401869159,0.23156801661474558,0.0020768431983385254,0.5294911734164071
Maharashtra,Parbhani,2025-10,957,171,23,1151,0.8314509122502172,0.14856646394439618,0.01998262380538662,0.5454387489139878
Maharashtra,Parbhani,2025-11,1220,190,77,1487,0.82044384667115,0.12777404169468728,0.05178211163416274,0.5357767316745125
Maharashtra,Parbhani,2025-12,832,90,10,932,0.8927038626609443,0.09656652360515021,0.01072961373390558,0.5656652360515021
Maharashtra,Pune,2025-04,39,11,19,69,0.5652173913043478,0.15942028985507245,0.2753623188405797,0.4144927536231884
Maharashtra,Pune,2025-05,328,97,61,486,0.6748971193415638,0.19958847736625515,0.12551440329218108,0.47736625514403297
Maharashtra,Pune,2025-06,142,83,11,236,0.6016949152542372,0.3516949152542373,0.046610169491525424,0.4711864406779661
Maharashtra,Pune,2025-07,3645,1552,291,5488,0.6641763848396501,0.282798833819242,0.05302478134110787,0.48864795918367343
Maharashtra,Pune,2025-09,5891,1905,81,7877,0.7478735559223054,0.2418433413736194,0.010283102704075156,0.5223054462358766
Maharashtra,Pune,2025-10,3896,849,144,4889,0.7968909797504602,0.17365514420126815,0.02945387604827163,0.5331765187154838
Maharashtra,Pune,2025-11,5677,1275,360,7312,0.7763949671772429,0.17437089715536105,0.04923413566739606,0.5230716630196937
Maharashtra,Pune,2025-12,4470,764,172,5406,0.8268590455049944,0.1413244543100259,0.031816500184979654,0.5416944136145024
Maharashtra,Raigad,2025-04,242,72,21,335,0.7223880597014926,0.21492537313432836,0.0626865671641791,0.5041791044776119
Maharashtra,Raigad,2025-07,845,296,25,1166,0.7246998284734134,0.2538593481989708,0.02144082332761578,0.5131217838765009
Maharashtra,Raigad,2025-09,496,139,9,644,0.7701863354037267,0.21583850931677018,0.013975155279503106,0.5282608695652173
Maharashtra,Raigad,2025-10,305,62,3,370,0.8243243243243243,0.16756756756756758,0.008108108108108109,0.5456756756756757
Maharashtra,Raigad,2025-11,392,106,31,529,0.7410207939508506,0.2003780718336484,0.05860113421550094,0.510586011342155
Maharashtra,Raigad,2025-12,305,68,16,389,0.7840616966580977,0.17480719794344474,0.04113110539845758,0.5269922879177378
Maharashtra,Raigarh,2025-09,1475,395,0,1870,0.7887700534759359,0.21122994652406418,0.0,0.5366310160427807
Maharashtra,Raigarh,2025-10,845,135,0,980,0.8622448979591837,0.1377551020408163,0.0,0.5586734693877551
Maharashtra,Raigarh,2025-11,1160,189,0,1349,0.859896219421794,0.14010378057820608,0.0,0.5579688658265382
Maharashtra,Raigarh,2025-12,934,96,1,1031,0.9059165858389913,0.09311348205625607,0.0009699321047526673,0.5715809893307469
Maharashtra,Raigarh(MH),2025-09,21,9,0,30,0.7,0.3,0.0,0.51
Maharashtra,Raigarh(MH),2025-10,15,0,0,15,1.0,0.0,0.0,0.6
Maharashtra,Raigarh(MH),2025-11,12,1,0,13,0.9230769230769231,0.07692307692307693,0.0,0.576923076923077
Maharashtra,Raigarh(MH),2025-12,24,6,0,30,0.8,0.2,0.0,0.54
Maharashtra,Ratnagiri,2025-09,665,102,3,770,0.8636363636363636,0.13246753246753246,0.003896103896103896,0.5583116883116883
Maharashtra,Ratnagiri,2025-10,536,36,2,574,0.9337979094076655,0.0627177700348432,0.003484320557491289,0.5794425087108013
Maharashtra,Ratnagiri,2025-11,642,49,18,709,0.9055007052186178,0.0691114245416079,0.02538787023977433,0.5665726375176305
Maharashtra,Ratnagiri,2025-12,509,32,9,550,0.9254545454545454,0.05818181818181818,0.016363636363636365,0.5743636363636364
Maharashtra,Sangli,2025-05,160,45,20,225,0.7111111111111111,0.2,0.08888888888888889,0.4955555555555556
Maharashtra,Sangli,2025-06,240,105,11,356,0.6741573033707865,0.2949438202247191,0.03089887640449438,0.496067415730337
Maharashtra,Sangli,2025-07,958,588,48,1594,0.6010037641154329,0.36888331242158096,0.030112923462986198,0.47427854454203255
Maharashtra,Sangli,2025-09,1434,658,21,2113,0.6786559394226218,0.31140558447704686,0.009938476100331283,0.5016090866067203
Maharashtra,Sangli,2025-10,795,134,24,953,0.8342077649527807,0.14060860440713535,0.025183630640083946,0.5452256033578174
Maharashtra,Sangli,2025-11,1157,189,8,1354,0.8545051698670606,0.1395864106351551,0.005908419497784343,0.5551698670605614
Maharashtra,Sangli,2025-12,953,83,1,1037,0.9189971070395371,0.08003857280617165,0.0009643201542912247,0.5755062680810028
Maharashtra,Satara,2025-04,192,26,18,236,0.8135593220338984,0.11016949152542373,0.07627118644067797,0.528813559322034
Maharashtra,Satara,2025-05,150,32,10,192,0.78125,0.16666666666666666,0.052083333333333336,0.5239583333333334
Maharashtra,Satara,2025-06,136,55,10,201,0.6766169154228856,0.2736318407960199,0.04975124378109453,0.49303482587064673
Maharashtra,Satara,2025-07,327,116,16,459,0.7124183006535948,0.25272331154684097,0.034858387799564274,0.5067538126361656
Maharashtra,Satara,2025-09,1074,221,26,1321,0.8130204390613172,0.16729750189250567,0.01968205904617714,0.5399697199091597
Maharashtra,Satara,2025-10,797,89,18,904,0.8816371681415929,0.09845132743362832,0.01991150442477876,0.5605088495575221
Maharashtra,Satara,2025-11,1180,105,33,1318,0.8952959028831563,0.07966616084977238,0.02503793626707132,0.5635811836115326
Maharashtra,Satara,2025-12,1292,73,25,1390,0.9294964028776979,0.05251798561151079,0.017985611510791366,0.575251798561151
Maharashtra,Sindhudurg,2025-09,344,21,1,366,0.9398907103825137,0.05737704918032787,0.00273224043715847,0.5814207650273224
Maharashtra,Sindhudurg,2025-10,211,7,3,221,0.9547511312217195,0.03167420814479638,0.013574660633484163,0.5837104072398189
Maharashtra,Sindhudurg,2025-11,373,19,15,407,0.9164619164619164,0.04668304668304668,0.036855036855036855,0.5675675675675675
Maharashtra,Sindhudurg,2025-12,193,12,3,208,0.9278846153846154,0.057692307692307696,0.014423076923076924,0.5754807692307693
Maharashtra,Solapur,2025-04,548,67,45,660,0.8303030303030303,0.10151515151515152,0.06818181818181818,0.5354545454545454
Maharashtra,Solapur,2025-05,473,97,51,621,0.7616747181964574,0.15619967793880837,0.0821256038647343,0.5120772946859904
Maharashtra,Solapur,2025-07,355,172,34,561,0.6327985739750446,0.3065953654188948,0.06060606060606061,0.47771836007130125
Maharashtra,Solapur,2025-09,2315,1054,20,3389,0.6830923576276188,0.3110061965181469,0.005901445854234287,0.5037474181174387
Maharashtra,Solapur,2025-10,1528,330,20,1878,0.8136315228966986,0.1757188498402556,0.010649627263045794,0.5419595314164004
Maharashtra,Solapur,2025-11,2258,454,50,2762,0.8175235336712527,0.16437364228819695,0.018102824040550327,0.5416364952932657
Maharashtra,Solapur,2025-12,2060,321,40,2421,0.8508880627839736,0.1325898389095415,0.016522098306484923,0.5519619991738951
Maharashtra,Thane,2025-03,19,13,15,47,0.40425531914893614,0.2765957446808511,0.3191489361702128,0.35744680851063826
Maharashtra,Thane,2025-04,2371,913,150,3434,0.6904484566103669,0.2658707047175306,0.043680838672102505,0.4983983692486896
Maharashtra,Thane,2025-05,1437,799,96,2332,0.6162092624356775,0.3426243567753002,0.0411663807890223,0.47662950257289877
Maharashtra,Thane,2025-06,2432,1767,222,4421,0.5501017869260348,0.3996833295634472,0.050214883510517984,0.4549875593757069
Maharashtra,Thane,2025-07,4036,3165,142,7343,0.5496391120795315,0.4310227427481956,0.019338145172272912,0.46102410458940485
Maharashtra,Thane,2025-09,5713,3003,64,8780,0.6506833712984055,0.3420273348519362,0.007289293849658315,0.49374715261959
Maharashtra,Thane,2025-10,3651,1238,53,4942,0.7387697288547147,0.25050586806960745,0.010724403075677864,0.5194860380412788
Maharashtra,Thane,2025-11,5723,1865,96,7684,0.7447943779281624,0.24271212909942738,0.012493492972410203,0.5209396147839667
Maharashtra,Thane,2025-12,3710,866,129,4705,0.7885228480340064,0.18405951115834218,0.027417640807651435,0.5310733262486715
Maharashtra,Wardha,2025-09,679,41,1,721,0.941747572815534,0.056865464632454926,0.0013869625520110957,0.5822468793342579
Maharashtra,Wardha,2025-10,298,22,0,320,0.93125,0.06875,0.0,0.579375
Maharashtra,Wardha,2025-11,343,11,4,358,0.9581005586592178,0.030726256983240222,0.0111731843575419,0.585195530726257
Maharashtra,Wardha,2025-12,539,15,0,554,0.9729241877256317,0.02707581227436823,0.0,0.5918772563176895
Maharashtra,Washim,2025-05,198,20,10,228,0.868421052631579,0.08771929824561403,0.043859649122807015,0.5517543859649122
Maharashtra,Washim,2025-07,378,68,11,457,0.8271334792122538,0.1487964989059081,0.024070021881838075,0.5433260393873085
Maharashtra,Washim,2025-09,691,113,11,815,0.8478527607361963,0.13865030674846626,0.013496932515337423,0.5516564417177915
Maharashtra,Washim,2025-10,469,37,7,513,0.9142300194931774,0.07212475633528265,0.01364522417153996,0.5715399610136452
Maharashtra,Washim,2025-11,505,29,6,540,0.9351851851851852,0.053703703703703705,0.011111111111111112,0.5783333333333333
Maharashtra,Washim,2025-12,800,33,0,833,0.9603841536614646,0.03961584633853541,0.0,0.5881152460984393
Maharashtra,Washim *,2025-09,9,2,0,11,0.8181818181818182,0.18181818181818182,0.0,0.5454545454545454
Maharashtra,Washim *,2025-10,6,1,0,7,0.8571428571428571,0.14285714285714285,0.0,0.557142857142857
Maharashtra,Washim *,2025-11,3,1,0,4,0.75,0.25,0.0,0.5249999999999999
Maharashtra,Washim *,2025-12,10,0,0,10,1.0,0.0,0.0,0.6
Maharashtra,Yavatmal,2025-05,281,72,30,383,0.7336814621409922,0.18798955613577023,0.0783289817232376,0.5044386422976501
Maharashtra,Yavatmal,2025-07,858,405,39,1302,0.6589861751152074,0.31105990783410137,0.029953917050691243,0.49170506912442397
Maharashtra,Yavatmal,2025-09,1749,440,16,2205,0.7931972789115647,0.19954648526077098,0.0072562358276643995,0.5365079365079365
Maharashtra,Yavatmal,2025-10,995,174,20,1189,0.8368376787216149,0.14634146341463414,0.01682085786375105,0.5476871320437342
Maharashtra,Yavatmal,2025-11,908,128,58,1094,0.829981718464351,0.1170018281535649,0.05301645338208409,0.5383912248628885
Maharashtra,Yavatmal,2025-12,1263,120,38,1421,0.88881069669247,0.0844475721323012,0.02674173117522871,0.5612948627726952
Manipur,Bishnupur,2025-05,76,79,30,185,0.41081081081081083,0.42702702702702705,0.16216216216216217,0.3908108108108108
Manipur,Bishnupur,2025-09,136,178,8,322,0.422360248447205,0.5527950310559007,0.024844720496894408,0.4217391304347826
Manipur,Bishnupur,2025-10,107,114,1,222,0.481981981981982,0.5135135135135135,0.0045045045045045045,0.44369369369369366
Manipur,Bishnupur,2025-11,128,130,3,261,0.4904214559386973,0.49808429118773945,0.011494252873563218,0.44482758620689655
Manipur,Bishnupur,2025-12,69,58,0,127,0.5433070866141733,0.4566929133858268,0.0,0.462992125984252
Manipur,Chandel,2025-09,109,244,2,355,0.30704225352112674,0.6873239436619718,0.005633802816901409,0.3909859154929577
Manipur,Chandel,2025-10,32,101,1,134,0.23880597014925373,0.753731343283582,0.007462686567164179,0.3701492537313432
Manipur,Chandel,2025-11,69,91,2,162,0.42592592592592593,0.5617283950617284,0.012345679012345678,0.4253086419753086
Manipur,Chandel,2025-12,34,74,0,108,0.3148148148148148,0.6851851851851852,0.0,0.3944444444444445
Manipur,Churachandpur,2025-04,130,476,26,632,0.20569620253164558,0.7531645569620253,0.04113924050632911,0.35348101265822784
Manipur,Churachandpur,2025-06,91,499,13,603,0.15091210613598674,0.8275290215588723,0.02155887230514096,0.3409618573797678
Manipur,Churachandpur,2025-07,348,1265,13,1626,0.2140221402214022,0.7779827798277983,0.007995079950799507,0.36260762607626074
Manipur,Churachandpur,2025-09,238,400,12,650,0.36615384615384616,0.6153846153846154,0.018461538461538463,0.40615384615384614
Manipur,Churachandpur,2025-10,172,282,15,469,0.36673773987206826,0.6012793176972282,0.031982942430703626,0.4036247334754798
Manipur,Churachandpur,2025-11,164,239,13,416,0.3942307692307692,0.5745192307692307,0.03125,0.4120192307692307
Manipur,Churachandpur,2025-12,113,113,16,242,0.4669421487603306,0.4669421487603306,0.06611570247933884,0.4268595041322314
Manipur,Imphal East,2025-09,151,154,1,306,0.4934640522875817,0.5032679738562091,0.0032679738562091504,0.44738562091503264
Manipur,Imphal East,2025-10,115,160,4,279,0.4121863799283154,0.5734767025089605,0.014336917562724014,0.4207885304659498
Manipur,Imphal East,2025-11,169,150,4,323,0.5232198142414861,0.46439628482972134,0.01238390092879257,0.4544891640866873
Manipur,Imphal East,2025-12,124,100,0,224,0.5535714285714286,0.44642857142857145,0.0,0.4660714285714286
Manipur,Imphal West,2025-05,44,37,25,106,0.41509433962264153,0.3490566037735849,0.2358490566037736,0.3773584905660377
Manipur,Imphal West,2025-09,146,152,3,301,0.4850498338870432,0.5049833887043189,0.009966777408637873,0.44352159468438535
Manipur,Imphal West,2025-10,125,111,1,237,0.5274261603375527,0.46835443037974683,0.004219409282700422,0.4573839662447257
Manipur,Imphal West,2025-11,186,169,3,358,0.5195530726256983,0.4720670391061452,0.008379888268156424,0.4541899441340781
Manipur,Imphal West,2025-12,144,90,0,234,0.6153846153846154,0.38461538461538464,0.0,0.48461538461538467
Manipur,Jiribam,2025-09,19,24,0,43,0.4418604651162791,0.5581395348837209,0.0,0.4325581395348837
Manipur,Jiribam,2025-10,13,38,0,51,0.2549019607843137,0.7450980392156863,0.0,0.3764705882352941
Manipur,Jiribam,2025-11,12,24,1,37,0.32432432432432434,0.6486486486486487,0.02702702702702703,0.3918918918918919
Manipur,Jiribam,2025-12,9,5,0,14,0.6428571428571429,0.35714285714285715,0.0,0.4928571428571429
Manipur,Kakching,2025-09,12,25,1,38,0.3157894736842105,0.6578947368421053,0.02631578947368421,0.3894736842105263
Manipur,Kakching,2025-10,6,19,0,25,0.24,0.76,0.0,0.372
Manipur,Kakching,2025-11,14,17,0,31,0.45161290322580644,0.5483870967741935,0.0,0.4354838709677419
Manipur,Kakching,2025-12,7,8,0,15,0.4666666666666667,0.5333333333333333,0.0,0.43999999999999995
Manipur,Pherzawl,2025-09,1,6,0,7,0.14285714285714285,0.8571428571428571,0.0,0.3428571428571428
Manipur,Pherzawl,2025-10,0,1,0,1,0.0,1.0,0.0,0.3
Manipur,Pherzawl,2025-11,0,1,0,1,0.0,1.0,0.0,0.3
Manipur,Pherzawl,2025-12,0,2,0,2,0.0,1.0,0.0,0.3
Manipur,Senapati,2025-09,252,292,1,545,0.46238532110091746,0.5357798165137615,0.001834862385321101,0.438348623853211
Manipur,Senapati,2025-10,207,183,4,394,0.5253807106598984,0.46446700507614214,0.01015228426395939,0.4555837563451776
Manipur,Senapati,2025-11,207,151,7,365,0.5671232876712329,0.4136986301369863,0.019178082191780823,0.46630136986301374
Manipur,Senapati,2025-12,98,95,4,197,0.49746192893401014,0.48223350253807107,0.02030456852791878,0.44517766497461925
Manipur,Tamenglong,2025-09,81,200,2,283,0.2862190812720848,0.7067137809187279,0.007067137809187279,0.384452296819788
Manipur,Tamenglong,2025-10,78,175,16,269,0.2899628252788104,0.6505576208178439,0.05947955390334572,0.37509293680297395
Manipur,Tamenglong,2025-11,94,163,11,268,0.35074626865671643,0.6082089552238806,0.041044776119402986,0.3970149253731343
Manipur,Tamenglong,2025-12,44,96,0,140,0.3142857142857143,0.6857142857142857,0.0,0.39428571428571424
Manipur,Thoubal,2025-09,125,169,1,295,0.423728813559322,0.5728813559322034,0.003389830508474576,0.42644067796610163
Manipur,Thoubal,2025-10,90,129,3,222,0.40540540540540543,0.581081081081081,0.013513513513513514,0.41891891891891886
Manipur,Thoubal,2025-11,117,205,2,324,0.3611111111111111,0.6327160493827161,0.006172839506172839,0.4070987654320987
Manipur,Thoubal,2025-12,91,135,0,226,0.4026548672566372,0.5973451327433629,0.0,0.4207964601769911
Manipur,Ukhrul,2025-09,91,148,1,240,0.37916666666666665,0.6166666666666667,0.004166666666666667,0.41291666666666665
Manipur,Ukhrul,2025-10,84,113,5,202,0.4158415841584158,0.5594059405940595,0.024752475247524754,0.4198019801980198
Manipur,Ukhrul,2025-11,127,133,5,265,0.47924528301886793,0.5018867924528302,0.018867924528301886,0.43999999999999995
Manipur,Ukhrul,2025-12,41,30,3,74,0.5540540540540541,0.40540540540540543,0.04054054054054054,0.45810810810810815
Meghalaya,East Garo Hills,2025-04,491,1124,293,1908,0.25733752620545075,0.589098532494759,0.15356394129979037,0.3464884696016771
Meghalaya,East Garo Hills,2025-05,180,448,267,895,0.2011173184357542,0.5005586592178771,0.29832402234636873,0.30067039106145255
Meghalaya,East Garo Hills,2025-06,70,469,341,880,0.07954545454545454,0.5329545454545455,0.3875,0.24636363636363637
Meghalaya,East Garo Hills,2025-07,73,606,387,1066,0.06848030018761726,0.5684803001876173,0.3630393996247655,0.2479362101313321
Meghalaya,East Garo Hills,2025-09,136,464,185,785,0.1732484076433121,0.5910828025477707,0.2356687898089172,0.30484076433121016
Meghalaya,East Garo Hills,2025-10,26,135,78,239,0.1087866108786611,0.5648535564853556,0.3263598326359833,0.2673640167364017
Meghalaya,East Garo Hills,2025-11,33,99,117,249,0.13253012048192772,0.39759036144578314,0.46987951807228917,0.24578313253012046
Meghalaya,East Garo Hills,2025-12,3,21,6,30,0.1,0.7,0.2,0.29000000000000004
Meghalaya,East Jaintia Hills,2025-04,434,765,283,1482,0.29284750337381915,0.5161943319838057,0.19095816464237517,0.3496626180836707
Meghalaya,East Jaintia Hills,2025-05,125,248,256,629,0.1987281399046105,0.3942766295707472,0.4069952305246423,0.27821939586645467
Meghalaya,East Jaintia Hills,2025-06,96,414,308,818,0.11735941320293398,0.5061124694376528,0.3765281173594132,0.25990220048899754
Meghalaya,East Jaintia Hills,2025-07,200,571,516,1287,0.1554001554001554,0.44366744366744365,0.40093240093240096,0.2664335664335664
Meghalaya,East Jaintia Hills,2025-09,64,173,171,408,0.1568627450980392,0.42401960784313725,0.41911764705882354,0.26323529411764707
Meghalaya,East Jaintia Hills,2025-10,38,85,105,228,0.16666666666666666,0.37280701754385964,0.4605263157894737,0.2578947368421053
Meghalaya,East Jaintia Hills,2025-11,19,75,143,237,0.08016877637130802,0.31645569620253167,0.6033755274261603,0.20337552742616036
Meghalaya,East Jaintia Hills,2025-12,7,23,14,44,0.1590909090909091,0.5227272727272727,0.3181818181818182,0.28409090909090906
Meghalaya,East Khasi Hills,2025-03,44,92,164,300,0.14666666666666667,0.30666666666666664,0.5466666666666666,0.23466666666666666
Meghalaya,East Khasi Hills,2025-04,1437,4688,1673,7798,0.18427802000512952,0.601179789689664,0.21454219030520646,0.3123749679404975
Meghalaya,East Khasi Hills,2025-05,768,2259,1867,4894,0.15692684920310584,0.46158561503882306,0.3814875357580711,0.2707805476093175
Meghalaya,East Khasi Hills,2025-06,287,1875,978,3140,0.09140127388535031,0.5971337579617835,0.31146496815286623,0.26512738853503187
Meghalaya,East Khasi Hills,2025-07,756,3426,2404,6586,0.11478894624962041,0.5201943516550258,0.3650167020953538,0.26143334345581537
Meghalaya,East Khasi Hills,2025-09,406,1031,885,2322,0.1748492678725237,0.44401378122308355,0.38113695090439276,0.27622739018087855
Meghalaya,East Khasi Hills,2025-10,236,527,638,1401,0.1684511063526053,0.3761598857958601,0.45538900785153463,0.2594575303354747
Meghalaya,East Khasi Hills,2025-11,225,517,1106,1848,0.12175324675324675,0.27976190476190477,0.5984848484848485,0.21682900432900432
Meghalaya,East Khasi Hills,2025-12,99,191,233,523,0.18929254302103252,0.3652007648183556,0.44550669216061184,0.26768642447418733
Meghalaya,Eastern West Khasi Hills,2025-09,1,102,2,105,0.009523809523809525,0.9714285714285714,0.01904761904761905,0.29904761904761906
Meghalaya,Eastern West Khasi Hills,2025-10,1,63,2,66,0.015151515151515152,0.9545454545454546,0.030303030303030304,0.2984848484848485
Meghalaya,Eastern West Khasi Hills,2025-11,1,45,0,46,0.021739130434782608,0.9782608695652174,0.0,0.30652173913043473
Meghalaya,Eastern West Khasi Hills,2025-12,0,16,585,601,0.0,0.026622296173044926,0.9733777038269551,0.105324459234609
Meghalaya,Jaintia Hills,2025-10,4,0,0,4,1.0,0.0,0.0,0.6
Meghalaya,Kamrup,2025-07,13,71,59,143,0.09090909090909091,0.4965034965034965,0.4125874125874126,0.24475524475524474
Meghalaya,North Garo Hills,2025-04,205,1048,242,1495,0.13712374581939799,0.7010033444816054,0.16187290969899665,0.3087625418060201
Meghalaya,North Garo Hills,2025-05,65,168,91,324,0.2006172839506173,0.5185185185185185,0.2808641975308642,0.3040123456790123
Meghalaya,North Garo Hills,2025-07,22,97,125,244,0.09016393442622951,0.3975409836065574,0.5122950819672131,0.2245901639344262
Meghalaya,North Garo Hills,2025-09,107,332,37,476,0.22478991596638656,0.6974789915966386,0.07773109243697479,0.351890756302521
Meghalaya,North Garo Hills,2025-10,17,87,46,150,0.11333333333333333,0.58,0.30666666666666664,0.27266666666666667
Meghalaya,North Garo Hills,2025-11,32,89,71,192,0.16666666666666666,0.4635416666666667,0.3697916666666667,0.2760416666666667
Meghalaya,North Garo Hills,2025-12,9,33,146,188,0.047872340425531915,0.17553191489361702,0.776595744680851,0.15904255319148936
Meghalaya,Ri Bhoi,2025-03,30,11,26,67,0.44776119402985076,0.16417910447761194,0.3880597014925373,0.3567164179104478
Meghalaya,Ri Bhoi,2025-04,319,1500,514,2333,0.1367338191170167,0.6429489927132448,0.22031718816973853,0.2969567081011573
Meghalaya,Ri Bhoi,2025-05,243,733,633,1609,0.15102548166563082,0.4555624611559975,0.39341205717837163,0.26662523306401487
Meghalaya,Ri Bhoi,2025-06,69,398,316,783,0.08812260536398467,0.508301404853129,0.40357598978288634,0.24572158365261812
Meghalaya,Ri Bhoi,2025-07,318,1160,946,2424,0.1311881188118812,0.47854785478547857,0.39026402640264024,0.2613036303630363
Meghalaya,Ri Bhoi,2025-09,167,376,261,804,0.20771144278606965,0.46766169154228854,0.3246268656716418,0.2973880597014925
Meghalaya,Ri Bhoi,2025-10,65,135,260,460,0.14130434782608695,0.29347826086956524,0.5652173913043478,0.22934782608695653
Meghalaya,Ri Bhoi,2025-11,111,222,329,662,0.16767371601208458,0.33534743202416917,0.49697885196374625,0.2509063444108761
Meghalaya,Ri Bhoi,2025-12,16,63,87,166,0.0963855421686747,0.3795180722891566,0.5240963855421686,0.22409638554216868
Meghalaya,South Garo Hills,2025-04,231,820,367,1418,0.16290550070521861,0.5782792665726375,0.25881523272214385,0.29710860366713676
Meghalaya,South Garo Hills,2025-05,105,388,192,685,0.15328467153284672,0.5664233576642336,0.28029197080291973,0.2899270072992701
Meghalaya,South Garo Hills,2025-06,42,197,312,551,0.07622504537205081,0.35753176043557167,0.5662431941923775,0.20961887477313973
Meghalaya,South Garo Hills,2025-07,44,206,236,486,0.09053497942386832,0.42386831275720166,0.48559670781893005,0.23004115226337446
Meghalaya,South Garo Hills,2025-09,81,486,166,733,0.11050477489768076,0.6630286493860846,0.22646657571623466,0.2878581173260573
Meghalaya,South Garo Hills,2025-10,29,206,14,249,0.11646586345381527,0.8273092369477911,0.05622489959839357,0.3236947791164659
Meghalaya,South Garo Hills,2025-11,35,107,159,301,0.11627906976744186,0.3554817275747508,0.5282392026578073,0.22923588039867107
Meghalaya,South Garo Hills,2025-12,1,17,0,18,0.05555555555555555,0.9444444444444444,0.0,0.31666666666666665
Meghalaya,South West Garo Hills,2025-04,991,610,174,1775,0.5583098591549296,0.3436619718309859,0.09802816901408451,0.447887323943662
Meghalaya,South West Garo Hills,2025-05,392,240,167,799,0.490613266583229,0.30037546933667086,0.20901126408010012,0.4053817271589487
Meghalaya,South West Garo Hills,2025-06,264,209,145,618,0.42718446601941745,0.33818770226537215,0.23462783171521034,0.3812297734627831
Meghalaya,South West Garo Hills,2025-07,370,272,173,815,0.4539877300613497,0.3337423312883436,0.21226993865030674,0.39374233128834357
Meghalaya,South West Garo Hills,2025-09,223,176,104,503,0.4433399602385686,0.3499005964214712,0.20675944333996024,0.39165009940357853
Meghalaya,South West Garo Hills,2025-10,88,76,42,206,0.42718446601941745,0.36893203883495146,0.20388349514563106,0.387378640776699
Meghalaya,South West Garo Hills,2025-11,76,61,59,196,0.3877551020408163,0.3112244897959184,0.3010204081632653,0.3561224489795918
Meghalaya,South West Garo Hills,2025-12,13,12,19,44,0.29545454545454547,0.2727272727272727,0.4318181818181818,0.30227272727272725
Meghalaya,South West Khasi Hills,2025-04,241,535,212,988,0.24392712550607287,0.541497975708502,0.2145748987854251,0.33026315789473687
Meghalaya,South West Khasi Hills,2025-05,135,192,200,527,0.25616698292220114,0.36432637571157495,0.3795066413662239,0.3009487666034156
Meghalaya,South West Khasi Hills,2025-06,54,184,146,384,0.140625,0.4791666666666667,0.3802083333333333,0.2661458333333333
Meghalaya,South West Khasi Hills,2025-07,137,283,326,746,0.1836461126005362,0.37935656836461124,0.43699731903485256,0.26769436997319035
Meghalaya,South West Khasi Hills,2025-09,55,86,109,250,0.22,0.344,0.436,0.2788
Meghalaya,South West Khasi Hills,2025-10,45,78,49,172,0.2616279069767442,0.45348837209302323,0.28488372093023256,0.32151162790697674
Meghalaya,South West Khasi Hills,2025-11,112,158,60,330,0.3393939393939394,0.47878787878787876,0.18181818181818182,0.3654545454545455
Meghalaya,South West Khasi Hills,2025-12,10,27,12,49,0.20408163265306123,0.5510204081632653,0.24489795918367346,0.3122448979591837
Meghalaya,West Garo Hills,2025-04,1215,1761,727,3703,0.3281123413448555,0.4755603564677289,0.19632730218741562,0.3591682419659735
Meghalaya,West Garo Hills,2025-05,683,994,708,2385,0.2863731656184486,0.41677148846960166,0.2968553459119497,0.32654088050314456
Meghalaya,West Garo Hills,2025-06,521,992,854,2367,0.22010984368398817,0.41909590198563584,0.360794254330376,0.29387410223912125
Meghalaya,West Garo Hills,2025-07,893,1870,1534,4297,0.2078194088899232,0.4351873400046544,0.3569932511054224,0.29094717244589247
Meghalaya,West Garo Hills,2025-09,439,527,168,1134,0.3871252204585538,0.46472663139329806,0.14814814814814814,0.3865079365079365
Meghalaya,West Garo Hills,2025-10,290,282,242,814,0.35626535626535627,0.3464373464373464,0.2972972972972973,0.3474201474201474
Meghalaya,West Garo Hills,2025-11,385,282,276,943,0.40827147401908803,0.2990455991516437,0.2926829268292683,0.36394485683987277
Meghalaya,West Garo Hills,2025-12,119,82,31,232,0.5129310344827587,0.35344827586206895,0.1336206896551724,0.42715517241379314
Meghalaya,West Jaintia Hills,2025-03,315,53,142,510,0.6176470588235294,0.10392156862745099,0.2784313725490196,0.4296078431372549
Meghalaya,West Jaintia Hills,2025-04,712,1478,727,2917,0.24408639012684263,0.5066849502913953,0.24922865958176207,0.32338018512170036
Meghalaya,West Jaintia Hills,2025-05,558,909,734,2201,0.2535211267605634,0.412994093593821,0.3334847796456156,0.3093593820990459
Meghalaya,West Jaintia Hills,2025-06,192,1017,634,1843,0.10417797069994574,0.5518176885512751,0.34400434074877917,0.26245252306022787
Meghalaya,West Jaintia Hills,2025-07,224,1089,883,2196,0.10200364298724955,0.4959016393442623,0.40209471766848814,0.25018214936247724
Meghalaya,West Jaintia Hills,2025-09,200,498,295,993,0.2014098690835851,0.5015105740181269,0.297079556898288,0.30100704934541794
Meghalaya,West Jaintia Hills,2025-10,81,203,93,377,0.21485411140583555,0.5384615384615384,0.246684350132626,0.31511936339522545
