state,district,month,bio_age_5_17,bio_age_17_,total_bio_updates,child_bio_ratio,adult_bio_ratio,bio_risk_score,month_name
Madhya Pradesh,Barwani,2025-11,3909,3609,7518,0.5199521149241819,0.480047885075818,0.5079808459696727,November
Madhya Pradesh,Barwani,2025-12,4965,5102,10067,0.4931955895500149,0.5068044104499851,0.49727823582000596,December
Madhya Pradesh,Betul,2025-03,3867,10755,14622,0.2644645055395979,0.7355354944604021,0.40578580221583915,March
Madhya Pradesh,Betul,2025-04,11062,11031,22093,0.5007015796858734,0.49929842031412663,0.5002806318743493,April
Madhya Pradesh,Betul,2025-05,7335,8768,16103,0.4555051853691859,0.5444948146308142,0.48220207414767435,May
Madhya Pradesh,Betul,2025-06,11735,13301,25036,0.46872503594823456,0.5312749640517654,0.48749001437929385,June
Madhya Pradesh,Betul,2025-07,11877,15060,26937,0.44091769684820137,0.5590823031517986,0.4763670787392805,July
Madhya Pradesh,Betul,2025-09,5347,8263,13610,0.3928728875826598,0.6071271124173402,0.4571491550330639,September
Madhya Pradesh,Betul,2025-10,3127,3189,6316,0.49509183027232423,0.5049081697276757,0.4980367321089296,October
Madhya Pradesh,Betul,2025-11,7045,6234,13279,0.5305369380224414,0.46946306197755855,0.5122147752089765,November
Madhya Pradesh,Betul,2025-12,8184,9642,17826,0.4591046785594076,0.5408953214405924,0.483641871423763,December
Madhya Pradesh,Bhind,2025-03,4405,3388,7793,0.5652508661619402,0.4347491338380598,0.5261003464647761,March
Madhya Pradesh,Bhind,2025-04,5754,2999,8753,0.6573746144179139,0.34262538558208616,0.5629498457671656,April
Madhya Pradesh,Bhind,2025-05,6903,3011,9914,0.6962880774662094,0.3037119225337906,0.5785152309864837,May
Madhya Pradesh,Bhind,2025-06,7985,3500,11485,0.695254680017414,0.30474531998258597,0.5781018720069655,June
Madhya Pradesh,Bhind,2025-07,11030,5430,16460,0.6701093560145808,0.3298906439854192,0.5680437424058322,July
Madhya Pradesh,Bhind,2025-09,4394,3354,7748,0.5671140939597316,0.43288590604026844,0.5268456375838926,September
Madhya Pradesh,Bhind,2025-10,1573,1670,3243,0.4850447116867098,0.5149552883132902,0.4940178846746839,October
Madhya Pradesh,Bhind,2025-11,3599,3546,7145,0.5037088873337998,0.49629111266620013,0.5014835549335199,November
Madhya Pradesh,Bhind,2025-12,5796,5028,10824,0.5354767184035477,0.46452328159645234,0.514190687361419,December
Madhya Pradesh,Bhopal,2025-03,7463,9049,16512,0.45197432170542634,0.5480256782945736,0.4807897286821705,March
Madhya Pradesh,Bhopal,2025-04,11729,9688,21417,0.5476490638278003,0.4523509361721997,0.5190596255311202,April
Madhya Pradesh,Bhopal,2025-05,15573,12290,27863,0.5589132541363098,0.4410867458636902,0.5235653016545239,May
Madhya Pradesh,Bhopal,2025-06,11773,12022,23795,0.49476780836310147,0.5052321916368985,0.49790712334524057,June
Madhya Pradesh,Bhopal,2025-07,13542,18015,31557,0.4291282441296701,0.5708717558703299,0.47165129765186803,July
Madhya Pradesh,Bhopal,2025-09,6263,9650,15913,0.39357757808081445,0.6064224219191856,0.45743103123232576,September
Madhya Pradesh,Bhopal,2025-10,3930,4997,8927,0.4402374817967962,0.5597625182032038,0.47609499271871847,October
Madhya Pradesh,Bhopal,2025-11,7741,9318,17059,0.4537780643648514,0.5462219356351486,0.4815112257459405,November
Madhya Pradesh,Bhopal,2025-12,11795,11600,23395,0.5041675571703356,0.49583244282966443,0.5016670228681342,December
Madhya Pradesh,Burhanpur,2025-03,2197,3534,5731,0.3833536904554179,0.6166463095445821,0.45334147618216714,March
Madhya Pradesh,Burhanpur,2025-04,3801,3962,7763,0.4896302975653742,0.5103697024346258,0.4958521190261497,April
Madhya Pradesh,Burhanpur,2025-05,5674,5891,11565,0.4906182447038478,0.5093817552961521,0.4962472978815391,May
Madhya Pradesh,Burhanpur,2025-06,6330,7330,13660,0.4633967789165447,0.5366032210834554,0.48535871156661786,June
Madhya Pradesh,Burhanpur,2025-07,5619,8268,13887,0.40462302873190753,0.5953769712680924,0.4618492114927629,July
Madhya Pradesh,Burhanpur,2025-09,1833,2949,4782,0.3833124215809285,0.6166875784190715,0.4533249686323714,September
Madhya Pradesh,Burhanpur,2025-10,1479,1473,2952,0.5010162601626016,0.49898373983739835,0.5004065040650406,October
Madhya Pradesh,Burhanpur,2025-11,2961,3318,6279,0.47157190635451507,0.5284280936454849,0.488628762541806,November
Madhya Pradesh,Burhanpur,2025-12,4021,3501,7522,0.5345652751927679,0.46543472480723214,0.5138261100771071,December
Madhya Pradesh,Chhatarpur,2025-03,9711,11673,21384,0.4541245791245791,0.5458754208754208,0.48164983164983155,March
Madhya Pradesh,Chhatarpur,2025-04,14269,9000,23269,0.613219304654261,0.38678069534573895,0.5452877218617044,April
Madhya Pradesh,Chhatarpur,2025-05,11668,7228,18896,0.617485182049111,0.3825148179508891,0.5469940728196444,May
Madhya Pradesh,Chhatarpur,2025-06,16506,9302,25808,0.6395691258524488,0.36043087414755115,0.5558276503409795,June
Madhya Pradesh,Chhatarpur,2025-07,15951,10810,26761,0.5960539591196143,0.40394604088038566,0.5384215836478458,July
Madhya Pradesh,Chhatarpur,2025-09,6109,5732,11841,0.5159192635757115,0.4840807364242885,0.5063677054302846,September
Madhya Pradesh,Chhatarpur,2025-10,2683,2494,5177,0.5182538149507436,0.4817461850492563,0.5073015259802974,October
Madhya Pradesh,Chhatarpur,2025-11,4242,4935,9177,0.4622425629290618,0.5377574370709383,0.4848970251716247,November
Madhya Pradesh,Chhatarpur,2025-12,8376,7842,16218,0.5164631890492046,0.4835368109507954,0.5065852756196818,December
Madhya Pradesh,Chhindwara,2025-03,3694,10171,13865,0.26642625315542734,0.7335737468445727,0.4065705012621709,March
Madhya Pradesh,Chhindwara,2025-04,8906,9286,18192,0.48955584872471414,0.5104441512752859,0.49582233948988563,April
Madhya Pradesh,Chhindwara,2025-05,10252,10305,20557,0.4987109013961181,0.5012890986038819,0.49948436055844725,May
Madhya Pradesh,Chhindwara,2025-06,8212,9025,17237,0.47641700992051983,0.5235829900794802,0.49056680396820795,June
Madhya Pradesh,Chhindwara,2025-07,9622,12301,21923,0.43889978561328286,0.5611002143867172,0.47555991424531313,July
Madhya Pradesh,Chhindwara,2025-09,4420,7327,11747,0.37626628075253254,0.6237337192474675,0.450506512301013,September
Madhya Pradesh,Chhindwara,2025-10,2524,3488,6012,0.4198270126413839,0.5801729873586161,0.46793080505655354,October
Madhya Pradesh,Chhindwara,2025-11,4032,5759,9791,0.4118067613114084,0.5881932386885915,0.4647227045245633,November
Madhya Pradesh,Chhindwara,2025-12,11688,9179,20867,0.5601188479417262,0.4398811520582738,0.5240475391766904,December
Madhya Pradesh,Damoh,2025-03,7936,12055,19991,0.39697864038817465,0.6030213596118253,0.45879145615526984,March
Madhya Pradesh,Damoh,2025-04,18109,8967,27076,0.6688210961737332,0.3311789038262668,0.5675284384694933,April
Madhya Pradesh,Damoh,2025-05,9967,5839,15806,0.6305833227888143,0.36941667721118565,0.5522333291155257,May
Madhya Pradesh,Damoh,2025-06,13524,7448,20972,0.6448598130841121,0.35514018691588783,0.5579439252336448,June
Madhya Pradesh,Damoh,2025-07,11445,9057,20502,0.5582382206613989,0.4417617793386011,0.5232952882645596,July
Madhya Pradesh,Damoh,2025-09,4053,5013,9066,0.44705493050959627,0.5529450694904037,0.4788219722038385,September
Madhya Pradesh,Damoh,2025-10,1807,2215,4022,0.44927896568871206,0.5507210343112879,0.4797115862754848,October
Madhya Pradesh,Damoh,2025-11,3065,3826,6891,0.4447830503555362,0.5552169496444638,0.4779132201422145,November
Madhya Pradesh,Damoh,2025-12,4973,5184,10157,0.4896130747267894,0.5103869252732106,0.4958452298907158,December
Madhya Pradesh,Datia,2025-03,2230,2509,4739,0.47056341000211016,0.5294365899978899,0.48822536400084404,March
Madhya Pradesh,Datia,2025-04,4531,2350,6881,0.6584798721116116,0.3415201278883883,0.5633919488446446,April
Madhya Pradesh,Datia,2025-05,4143,2035,6178,0.6706053739074134,0.3293946260925866,0.5682421495629653,May
Madhya Pradesh,Datia,2025-06,5057,2229,7286,0.6940708207521273,0.3059291792478726,0.5776283283008509,June
Madhya Pradesh,Datia,2025-07,4716,3131,7847,0.6009940104498535,0.39900598955014654,0.5403976041799414,July
Madhya Pradesh,Datia,2025-09,2501,2163,4664,0.5362349914236707,0.46376500857632935,0.5144939965694683,September
Madhya Pradesh,Datia,2025-10,591,792,1383,0.42733188720173537,0.5726681127982647,0.47093275488069414,October
Madhya Pradesh,Datia,2025-11,1548,1627,3175,0.48755905511811026,0.5124409448818897,0.4950236220472441,November
Madhya Pradesh,Datia,2025-12,2331,2550,4881,0.4775660725261217,0.5224339274738783,0.4910264290104487,December
Madhya Pradesh,Dewas,2025-03,3249,6322,9571,0.33946296102810575,0.6605370389718943,0.43578518441124225,March
Madhya Pradesh,Dewas,2025-04,6769,7532,14301,0.4733235438081253,0.5266764561918746,0.4893294175232501,April
Madhya Pradesh,Dewas,2025-05,6519,5984,12503,0.5213948652323442,0.47860513476765576,0.5085579460929377,May
Madhya Pradesh,Dewas,2025-06,10371,7813,18184,0.5703365596128465,0.42966344038715354,0.5281346238451385,June
Madhya Pradesh,Dewas,2025-07,11201,13182,24383,0.45937743509822415,0.5406225649017758,0.4837509740392897,July
Madhya Pradesh,Dewas,2025-09,3945,6626,10571,0.37319080503263646,0.6268091949673635,0.44927632201305456,September
Madhya Pradesh,Dewas,2025-10,2208,2970,5178,0.4264194669756663,0.5735805330243338,0.4705677867902665,October
Madhya Pradesh,Dewas,2025-11,4345,5333,9678,0.44895639594957637,0.5510436040504236,0.47958255837983055,November
Madhya Pradesh,Dewas,2025-12,7845,7687,15532,0.5050862734998712,0.49491372650012877,0.5020345093999485,December
Madhya Pradesh,Dhar,2025-03,6968,9976,16944,0.4112370160528801,0.5887629839471199,0.46449480642115204,March
Madhya Pradesh,Dhar,2025-04,10072,9703,19775,0.5093299620733249,0.4906700379266751,0.50373198482933,April
Madhya Pradesh,Dhar,2025-05,15939,9186,25125,0.6343880597014926,0.36561194029850747,0.5537552238805971,May
Madhya Pradesh,Dhar,2025-06,14151,8718,22869,0.6187852551488915,0.3812147448511085,0.5475141020595566,June
Madhya Pradesh,Dhar,2025-07,13926,11048,24974,0.5576199247217106,0.44238007527828943,0.5230479698886843,July
Madhya Pradesh,Dhar,2025-09,4872,5462,10334,0.4714534546158312,0.5285465453841688,0.4885813818463325,September
Madhya Pradesh,Dhar,2025-10,2098,2671,4769,0.4399245124764101,0.5600754875235898,0.47596980499056396,October
Madhya Pradesh,Dhar,2025-11,4426,5046,9472,0.4672719594594595,0.5327280405405406,0.48690878378378377,November
Madhya Pradesh,Dhar,2025-12,5484,6645,12129,0.45213950037101164,0.5478604996289884,0.4808558001484046,December
Madhya Pradesh,Dindori,2025-03,2267,4844,7111,0.31880185627900437,0.6811981437209956,0.42752074251160177,March
Madhya Pradesh,Dindori,2025-04,7309,4827,12136,0.6022577455504284,0.3977422544495715,0.5409030982201714,April
Madhya Pradesh,Dindori,2025-05,5198,3608,8806,0.5902793549852373,0.4097206450147627,0.536111741994095,May
Madhya Pradesh,Dindori,2025-06,6086,4083,10169,0.598485593470351,0.4015144065296489,0.5393942373881404,June
Madhya Pradesh,Dindori,2025-07,4620,3904,8524,0.5419990614734866,0.45800093852651336,0.5167996245893947,July
Madhya Pradesh,Dindori,2025-09,1599,1917,3516,0.454778156996587,0.5452218430034129,0.4819112627986347,September
Madhya Pradesh,Dindori,2025-10,1279,770,2049,0.6242069302098585,0.37579306979014154,0.5496827720839434,October
Madhya Pradesh,Dindori,2025-11,1462,1409,2871,0.5092302333681644,0.4907697666318356,0.5036920933472657,November
Madhya Pradesh,Dindori,2025-12,3694,2600,6294,0.5869081665077852,0.4130918334922148,0.5347632666031141,December
Madhya Pradesh,East Nimar,2025-03,886,3438,4324,0.20490286771507862,0.7950971322849214,0.38196114708603146,March
Madhya Pradesh,East Nimar,2025-04,1477,3783,5260,0.2807984790874525,0.7192015209125475,0.412319391634981,April
Madhya Pradesh,East Nimar,2025-05,1421,3575,4996,0.2844275420336269,0.7155724579663731,0.41377101681345074,May
Madhya Pradesh,East Nimar,2025-06,1690,4154,5844,0.2891854893908282,0.7108145106091718,0.41567419575633124,June
Madhya Pradesh,East Nimar,2025-07,1979,5068,7047,0.28082872144174825,0.7191712785582517,0.41233148857669927,July
Madhya Pradesh,East Nimar,2025-09,824,2601,3425,0.24058394160583943,0.7594160583941606,0.39623357664233577,September
Madhya Pradesh,East Nimar,2025-10,437,1317,1754,0.2491448118586089,0.7508551881413911,0.3996579247434435,October
Madhya Pradesh,East Nimar,2025-11,619,2291,2910,0.2127147766323024,0.7872852233676976,0.38508591065292097,November
Madhya Pradesh,East Nimar,2025-12,1031,3772,4803,0.21465750572558817,0.7853424942744118,0.38586300229023524,December
Madhya Pradesh,Guna,2025-03,8594,5775,14369,0.5980931171271487,0.40190688287285126,0.5392372468508595,March
Madhya Pradesh,Guna,2025-04,11724,5429,17153,0.6834955984375911,0.3165044015624089,0.5733982393750364,April
Madhya Pradesh,Guna,2025-05,13763,5675,19438,0.7080460952772919,0.2919539047227081,0.5832184381109168,May
Madhya Pradesh,Guna,2025-06,15893,7304,23197,0.6851316980644049,0.3148683019355951,0.574052679225762,June
Madhya Pradesh,Guna,2025-07,16354,10832,27186,0.6015596262782315,0.39844037372176855,0.5406238505112926,July
Madhya Pradesh,Guna,2025-09,5534,6156,11690,0.4733960650128315,0.5266039349871685,0.4893584260051326,September
Madhya Pradesh,Guna,2025-10,1722,1820,3542,0.48616600790513836,0.5138339920948617,0.4944664031620553,October
Madhya Pradesh,Guna,2025-11,2572,3657,6229,0.41290736875903034,0.5870926312409697,0.4651629475036121,November
Madhya Pradesh,Guna,2025-12,4505,5577,10082,0.44683594524895853,0.5531640547510415,0.4787343780995834,December
Madhya Pradesh,Gwalior,2025-03,7276,7161,14437,0.5039828219159105,0.4960171780840895,0.5015931287663642,March
Madhya Pradesh,Gwalior,2025-04,10154,6546,16700,0.6080239520958084,0.3919760479041916,0.5432095808383234,April
Madhya Pradesh,Gwalior,2025-05,10115,6888,17003,0.5948950185261425,0.40510498147385754,0.537958007410457,May
Madhya Pradesh,Gwalior,2025-06,9949,8222,18171,0.5475207748610423,0.45247922513895766,0.5190083099444169,June
Madhya Pradesh,Gwalior,2025-07,10484,10189,20673,0.5071349102694336,0.4928650897305664,0.5028539641077734,July
Madhya Pradesh,Gwalior,2025-09,5313,5410,10723,0.49547701203021544,0.5045229879697846,0.49819080481208616,September
Madhya Pradesh,Gwalior,2025-10,2140,2055,4195,0.5101311084624554,0.4898688915375447,0.5040524433849821,October
Madhya Pradesh,Gwalior,2025-11,5018,4533,9551,0.5253900115171186,0.4746099884828814,0.5101560046068474,November
Madhya Pradesh,Gwalior,2025-12,9341,6326,15667,0.5962213569924044,0.4037786430075956,0.5384885427969618,December
Madhya Pradesh,Harda,2025-03,2514,2489,5003,0.5024985008994604,0.4975014991005397,0.5009994003597842,March
Madhya Pradesh,Harda,2025-04,3532,2643,6175,0.5719838056680162,0.4280161943319838,0.5287935222672064,April
Madhya Pradesh,Harda,2025-05,2304,1931,4235,0.5440377804014168,0.45596221959858324,0.5176151121605668,May
Madhya Pradesh,Harda,2025-06,2891,2400,5291,0.5463995463995464,0.4536004536004536,0.5185598185598186,June
Madhya Pradesh,Harda,2025-07,3195,3462,6657,0.4799459215863001,0.5200540784136999,0.49197836863452005,July
Madhya Pradesh,Harda,2025-09,1396,1931,3327,0.41959723474601746,0.5804027652539826,0.46783889389840694,September
Madhya Pradesh,Harda,2025-10,624,807,1431,0.4360587002096436,0.5639412997903563,0.4744234800838574,October
Madhya Pradesh,Harda,2025-11,1134,1361,2495,0.45450901803607213,0.5454909819639279,0.48180360721442883,November
Madhya Pradesh,Harda,2025-12,1367,1788,3155,0.43328050713153726,0.5667194928684628,0.4733122028526149,December
Madhya Pradesh,Harda *,2025-03,193,933,1126,0.1714031971580817,0.8285968028419183,0.36856127886323264,March
Madhya Pradesh,Harda *,2025-04,313,1121,1434,0.21827057182705717,0.7817294281729428,0.3873082287308228,April
Madhya Pradesh,Harda *,2025-05,234,886,1120,0.20892857142857144,0.7910714285714285,0.38357142857142856,May
Madhya Pradesh,Harda *,2025-06,272,1008,1280,0.2125,0.7875,0.385,June
Madhya Pradesh,Harda *,2025-07,356,1480,1836,0.19389978213507625,0.8061002178649237,0.37755991285403045,July
Madhya Pradesh,Harda *,2025-09,229,916,1145,0.2,0.8,0.38,September
Madhya Pradesh,Harda *,2025-10,150,381,531,0.2824858757062147,0.7175141242937854,0.4129943502824859,October
Madhya Pradesh,Harda *,2025-11,174,529,703,0.24751066856330015,0.7524893314366998,0.39900426742532,November
Madhya Pradesh,Harda *,2025-12,205,792,997,0.20561685055165496,0.794383149448345,0.38224674022066196,December
Madhya Pradesh,Hoshangabad,2025-03,4135,6141,10276,0.4023939275982873,0.5976060724017127,0.4609575710393149,March
Madhya Pradesh,Hoshangabad,2025-04,8610,6927,15537,0.5541610349488318,0.44583896505116816,0.5216644139795328,April
Madhya Pradesh,Hoshangabad,2025-05,6421,6345,12766,0.5029766567444776,0.4970233432555225,0.501190662697791,May
Madhya Pradesh,Hoshangabad,2025-06,8142,6967,15109,0.5388841088093189,0.461115891190681,0.5155536435237276,June
Madhya Pradesh,Hoshangabad,2025-07,6210,7834,14044,0.44218171461122185,0.5578182853887781,0.4768726858444887,July
Madhya Pradesh,Hoshangabad,2025-09,4050,6369,10419,0.3887129283040599,0.6112870716959401,0.4554851713216239,September
Madhya Pradesh,Hoshangabad,2025-10,1463,2230,3693,0.39615488762523693,0.603845112374763,0.4584619550500947,October
Madhya Pradesh,Hoshangabad,2025-11,2406,3403,5809,0.41418488552246513,0.5858151144775349,0.46567395420898605,November
Madhya Pradesh,Hoshangabad,2025-12,3781,5622,9403,0.402105710943316,0.5978942890566841,0.4608422843773264,December
Madhya Pradesh,Indore,2025-03,11298,10515,21813,0.517948012653005,0.4820519873469949,0.5071792050612021,March
Madhya Pradesh,Indore,2025-04,14574,12400,26974,0.5402980648031438,0.45970193519685626,0.5161192259212575,April
Madhya Pradesh,Indore,2025-05,13712,13401,27113,0.5057352561501862,0.4942647438498137,0.5022941024600744,May
Madhya Pradesh,Indore,2025-06,13205,14425,27630,0.47792254795512124,0.5220774520448788,0.49116901918204847,June
Madhya Pradesh,Indore,2025-07,14457,19258,33715,0.4288002372831084,0.5711997627168915,0.4715200949132433,July
Madhya Pradesh,Indore,2025-09,8287,10396,18683,0.44355831504576354,0.5564416849542365,0.4774233260183054,September
Madhya Pradesh,Indore,2025-10,4176,5436,9612,0.4344569288389513,0.5655430711610487,0.4737827715355805,October
Madhya Pradesh,Indore,2025-11,9554,11433,20987,0.4552341925954162,0.5447658074045838,0.48209367703816647,November
Madhya Pradesh,Indore,2025-12,19677,15420,35097,0.5606462090776989,0.43935379092230104,0.5242584836310795,December
Madhya Pradesh,Jabalpur,2025-03,6187,7925,14112,0.43842120181405897,0.561578798185941,0.47536848072562354,March
Madhya Pradesh,Jabalpur,2025-04,10507,8228,18735,0.5608219909260742,0.4391780090739258,0.5243287963704297,April
Madhya Pradesh,Jabalpur,2025-05,9240,7673,16913,0.5463253118902619,0.45367468810973804,0.5185301247561047,May
Madhya Pradesh,Jabalpur,2025-06,10347,7443,17790,0.581618887015177,0.41838111298482294,0.5326475548060708,June
Madhya Pradesh,Jabalpur,2025-07,13814,11994,25808,0.5352603843769373,0.4647396156230626,0.5141041537507749,July
Madhya Pradesh,Jabalpur,2025-09,8851,9062,17913,0.4941104225981131,0.5058895774018869,0.49764416903924524,September
Madhya Pradesh,Jabalpur,2025-10,3852,4645,8497,0.4533364716958927,0.5466635283041074,0.48133458867835704,October
Madhya Pradesh,Jabalpur,2025-11,6115,8372,14487,0.4221025747221647,0.5778974252778353,0.4688410298888659,November
Madhya Pradesh,Jabalpur,2025-12,13225,11184,24409,0.5418083493793273,0.4581916506206727,0.5167233397517309,December
Madhya Pradesh,Jhabua,2025-03,2387,6541,8928,0.2673611111111111,0.7326388888888888,0.4069444444444444,March
Madhya Pradesh,Jhabua,2025-04,7489,6260,13749,0.5446941595752418,0.4553058404247582,0.5178776638300967,April
Madhya Pradesh,Jhabua,2025-05,7472,3874,11346,0.6585580821434867,0.3414419178565133,0.5634232328573946,May
Madhya Pradesh,Jhabua,2025-06,7795,3435,11230,0.6941228851291185,0.3058771148708816,0.5776491540516474,June
Madhya Pradesh,Jhabua,2025-07,12659,6072,18731,0.6758315092627195,0.32416849073728043,0.5703326037050878,July
Madhya Pradesh,Jhabua,2025-09,4305,3798,8103,0.5312847093669012,0.46871529063309886,0.5125138837467604,September
Madhya Pradesh,Jhabua,2025-10,1483,1563,3046,0.48686802363755743,0.5131319763624426,0.49474720945502293,October
Madhya Pradesh,Jhabua,2025-11,3060,3168,6228,0.4913294797687861,0.5086705202312138,0.4965317919075144,November
Madhya Pradesh,Jhabua,2025-12,3928,3437,7365,0.5333333333333333,0.4666666666666667,0.5133333333333333,December
Madhya Pradesh,Katni,2025-03,3239,8903,12142,0.26676000658870036,0.7332399934112996,0.4067040026354801,March
Madhya Pradesh,Katni,2025-04,5161,6243,11404,0.45256050508593476,0.5474394949140653,0.4810242020343739,April
Madhya Pradesh,Katni,2025-05,5971,4594,10565,0.5651680075721722,0.4348319924278277,0.5260672030288689,May
Madhya Pradesh,Katni,2025-06,7376,5058,12434,0.5932121602058871,0.4067878397941129,0.5372848640823549,June
Madhya Pradesh,Katni,2025-07,6759,5207,11966,0.5648504094935651,0.4351495905064349,0.525940163797426,July
Madhya Pradesh,Katni,2025-09,3889,3725,7614,0.5107696348831101,0.48923036511688994,0.5043078539532441,September
Madhya Pradesh,Katni,2025-10,2431,2259,4690,0.5183368869936034,0.4816631130063966,0.5073347547974414,October
Madhya Pradesh,Katni,2025-11,3397,3029,6426,0.5286336756924992,0.4713663243075008,0.5114534702769997,November
Madhya Pradesh,Katni,2025-12,15532,5679,21211,0.7322615623968696,0.26773843760313043,0.5929046249587477,December
Madhya Pradesh,Khandwa,2025-03,3295,2578,5873,0.561042056870424,0.43895794312957603,0.5244168227481696,March
Madhya Pradesh,Khandwa,2025-04,5702,2816,8518,0.6694059638412773,0.3305940361587227,0.5677623855365108,April
Madhya Pradesh,Khandwa,2025-05,5422,2663,8085,0.6706246134817564,0.32937538651824366,0.5682498453927025,May
Madhya Pradesh,Khandwa,2025-06,6044,3052,9096,0.6644678979771328,0.3355321020228672,0.5657871591908531,June
Madhya Pradesh,Khandwa,2025-07,6500,4021,10521,0.6178119950575041,0.38218800494249594,0.5471247980230016,July
Madhya Pradesh,Khandwa,2025-09,2408,1944,4352,0.5533088235294118,0.44669117647058826,0.5213235294117647,September
Madhya Pradesh,Khandwa,2025-10,1632,1230,2862,0.570230607966457,0.429769392033543,0.5280922431865828,October
Madhya Pradesh,Khandwa,2025-11,2160,1900,4060,0.5320197044334976,0.46798029556650245,0.512807881773399,November
Madhya Pradesh,Khandwa,2025-12,3135,2516,5651,0.5547690674216953,0.4452309325783047,0.5219076269686781,December
Madhya Pradesh,Khargone,2025-03,8855,11255,20110,0.44032819492789654,0.5596718050721035,0.4761312779711586,March
Madhya Pradesh,Khargone,2025-04,14061,10969,25030,0.5617658809428686,0.43823411905713144,0.5247063523771475,April
Madhya Pradesh,Khargone,2025-05,12093,10083,22176,0.5453192640692641,0.45468073593073594,0.5181277056277056,May
Madhya Pradesh,Khargone,2025-06,13460,10845,24305,0.5537955153260646,0.4462044846739354,0.5215182061304259,June
Madhya Pradesh,Khargone,2025-07,15937,17985,33922,0.4698131006426508,0.5301868993573492,0.4879252402570603,July
Madhya Pradesh,Khargone,2025-09,5635,8506,14141,0.3984866699667633,0.6015133300332367,0.4593946679867053,September
Madhya Pradesh,Khargone,2025-10,2169,3183,5352,0.4052690582959641,0.5947309417040358,0.4621076233183856,October
Madhya Pradesh,Khargone,2025-11,3451,6073,9524,0.3623477530449391,0.637652246955061,0.44493910121797564,November
Madhya Pradesh,Khargone,2025-12,5802,8839,14641,0.396284406802814,0.6037155931971859,0.45851376272112554,December
Madhya Pradesh,Maihar,2025-04,21,71,92,0.22826086956521738,0.7717391304347826,0.3913043478260869,April
Madhya Pradesh,Maihar,2025-06,10,67,77,0.12987012987012986,0.8701298701298701,0.3519480519480519,June
Madhya Pradesh,Maihar,2025-07,63,247,310,0.2032258064516129,0.7967741935483871,0.3812903225806451,July
Madhya Pradesh,Maihar,2025-09,29,206,235,0.12340425531914893,0.8765957446808511,0.3493617021276596,September
Madhya Pradesh,Maihar,2025-10,19,135,154,0.12337662337662338,0.8766233766233766,0.34935064935064936,October
Madhya Pradesh,Maihar,2025-11,22,252,274,0.08029197080291971,0.9197080291970803,0.33211678832116787,November
Madhya Pradesh,Maihar,2025-12,32,347,379,0.08443271767810026,0.9155672823218998,0.3337730870712401,December
Madhya Pradesh,Mandla,2025-03,3181,4150,7331,0.4339107897967535,0.5660892102032465,0.4735643159187014,March
Madhya Pradesh,Mandla,2025-04,5930,3749,9679,0.6126665977890278,0.38733340221097223,0.5450666391156112,April
Madhya Pradesh,Mandla,2025-05,5699,3652,9351,0.6094535343813496,0.3905464656186504,0.5437814137525399,May
Madhya Pradesh,Mandla,2025-06,6519,3741,10260,0.6353801169590644,0.3646198830409357,0.5541520467836257,June
Madhya Pradesh,Mandla,2025-07,5360,3927,9287,0.5771508560353182,0.4228491439646818,0.5308603424141273,July
Madhya Pradesh,Mandla,2025-09,2000,2223,4223,0.4735969689793985,0.5264030310206015,0.4894387875917594,September
Madhya Pradesh,Mandla,2025-10,1565,1277,2842,0.5506685432793808,0.4493314567206193,0.5202674173117523,October
Madhya Pradesh,Mandla,2025-11,1626,1745,3371,0.4823494512014239,0.5176505487985761,0.4929397804805695,November
Madhya Pradesh,Mandla,2025-12,3044,2859,5903,0.5156699983059462,0.4843300016940539,0.5062679993223784,December
Madhya Pradesh,Mandsaur,2025-03,5021,6824,11845,0.42389193752638243,0.5761080624736176,0.46955677501055293,March
Madhya Pradesh,Mandsaur,2025-04,6308,5411,11719,0.5382711835480843,0.4617288164519157,0.5153084734192337,April
Madhya Pradesh,Mandsaur,2025-05,6827,5260,12087,0.5648217092744271,0.4351782907255729,0.5259286837097709,May
Madhya Pradesh,Mandsaur,2025-06,9255,5978,15233,0.607562528720541,0.39243747127945905,0.5430250114882164,June
Madhya Pradesh,Mandsaur,2025-07,9157,8669,17826,0.5136878716481543,0.4863121283518456,0.5054751486592617,July
Madhya Pradesh,Mandsaur,2025-09,3024,3869,6893,0.43870593355578125,0.5612940664442188,0.4754823734223125,September
Madhya Pradesh,Mandsaur,2025-10,1289,1812,3101,0.41567236375362787,0.5843276362463722,0.46626894550145115,October
Madhya Pradesh,Mandsaur,2025-11,1916,3120,5036,0.38046068308181097,0.6195393169181891,0.45218427323272437,November
Madhya Pradesh,Mandsaur,2025-12,4176,4544,8720,0.47889908256880737,0.5211009174311927,0.4915596330275229,December
Madhya Pradesh,Mauganj,2025-05,16,57,73,0.2191780821917808,0.7808219178082192,0.3876712328767123,May
Madhya Pradesh,Mauganj,2025-06,11,45,56,0.19642857142857142,0.8035714285714286,0.37857142857142856,June
Madhya Pradesh,Mauganj,2025-07,10,61,71,0.14084507042253522,0.8591549295774648,0.35633802816901405,July
Madhya Pradesh,Mauganj,2025-09,12,282,294,0.04081632653061224,0.9591836734693877,0.31632653061224486,September
Madhya Pradesh,Mauganj,2025-10,6,177,183,0.03278688524590164,0.9672131147540983,0.31311475409836065,October
Madhya Pradesh,Mauganj,2025-11,7,149,156,0.04487179487179487,0.9551282051282052,0.31794871794871793,November
